name,url
Nitash P. Balsara, https://balsaralab.berkeley.edu/
Alexis T. Bell, https://vcresearch.berkeley.edu/faculty/alexis-t-bell
Shannon Boettcher, https://electrochemistry.berkeley.edu/boettcher-lab
Douglas Clark, https://ww25.clarklab.org/?subid1=20250612-0331-03a4-b8a4-3588d011b401
Markita del Carpio Landry, https://landrylab.com/
Joelle Frechette, https://chemistry.berkeley.edu/people/joelle-frechette
Teresa Head-Gordon, https://thglab.berkeley.edu/
